dia,sistema_id,nome,volume_porcentagem_ar,volume_porcentagem,volume_variacao_str,volume_variacao_num,volume_operacional,image_prec_dia,prec_dia,prec_mensal,prec_hist,link_grafico,link_informacoes,indicador_volume_dia,indicador_volume,circle_image,link_tempo
2020-07-03,5,Rio Claro,"73,4",73.41224,"-0,4",-0.4,10.03318,prec_icon.png,"0,2","0,2","92,1",NA,NA,0,2,NA,NA
2020-07-03,17,São Lourenço,"96,5",96.4572,"-0,3",-0.3,85.67451,prec_sun_icon.png,"0,0","14,6","77,7",NA,NA,0,2,NA,NA
2020-07-02,0,Cantareira,"56,1",56.13004,"-0,1",-0.1,551.23739,prec_icon.png,"2,6","2,8","47,7",NA,NA,0,2,NA,NA
2020-07-02,1,Alto Tietê,"73,8",73.78545,"0,0",0,413.42675,prec_icon.png,"0,3","1,1","47,9",NA,NA,0,2,NA,NA
2020-07-02,2,Guarapiranga,"62,0",62.04042,"-0,2",-0.2,106.20794,prec_sun_icon.png,"0,0","0,2","41,9",NA,NA,0,2,NA,NA
2020-07-02,3,Cotia,"90,3",90.30867,"-0,2",-0.2,14.89834,prec_sun_icon.png,"0,0","2,4","52,1",NA,NA,0,2,NA,NA
2020-07-02,4,Rio Grande,"77,7",77.72985,"-0,2",-0.2,87.19914,prec_sun_icon.png,"0,0","0,4","55,2",NA,NA,0,2,NA,NA
2020-07-02,5,Rio Claro,"73,8",73.75738,"-0,4",-0.4,10.08035,prec_sun_icon.png,"0,0","0,0","92,1",NA,NA,0,2,NA,NA
2020-07-02,17,São Lourenço,"96,8",96.83368,"-0,4",-0.4,86.00892,prec_sun_icon.png,"0,0","14,6","77,7",NA,NA,0,2,NA,NA
2020-07-01,0,Cantareira,"56,2",56.20344,"-0,1",-0.1,551.95824,prec_icon.png,"0,2","0,2","47,7",NA,NA,0,2,NA,NA
2020-07-01,1,Alto Tietê,"73,8",73.78797,"0,0",0,413.44088,prec_icon.png,"0,8","0,8","47,9",NA,NA,0,2,NA,NA
2020-07-01,2,Guarapiranga,"62,2",62.18275,"0,3",0.3,106.4516,prec_icon.png,"0,2","0,2","41,9",NA,NA,0,2,NA,NA
2020-07-01,3,Cotia,"90,5",90.52248,"-0,2",-0.2,14.93361,prec_icon.png,"2,4","2,4","52,1",NA,NA,0,2,NA,NA
2020-07-01,4,Rio Grande,"77,9",77.87614,"-0,3",-0.3,87.36326,prec_icon.png,"0,4","0,4","55,2",NA,NA,0,2,NA,NA
2020-07-01,5,Rio Claro,"74,2",74.21942,"-0,3",-0.3,10.14349,prec_sun_icon.png,"0,0","0,0","92,1",NA,NA,0,2,NA,NA
2020-07-01,17,São Lourenço,"97,2",97.21091,"0,2",0.2,86.34397,prec_icon.png,"14,6","14,6","77,7",NA,NA,0,2,NA,NA
2020-06-30,0,Cantareira,"56,3",56.3015,"-0,1",-0.1,552.92128,prec_icon.png,"0,3","75,3","63,4",NA,NA,0,2,NA,NA
2020-06-30,1,Alto Tietê,"73,8",73.78851,"0,1",0.1,413.44392,prec_icon.png,"0,9","79,6","56,1",NA,NA,0,2,NA,NA
2020-06-30,2,Guarapiranga,"61,9",61.89818,"0,4",0.4,105.96443,prec_icon.png,"0,2","75,0","53,7",NA,NA,0,2,NA,NA
2020-06-30,3,Cotia,"90,7",90.7366,"0,2",0.2,14.96893,prec_sun_icon.png,"0,0","87,6","59,3",NA,NA,0,2,NA,NA
2020-06-30,4,Rio Grande,"78,2",78.16921,"0,3",0.3,87.69203,prec_sun_icon.png,"0,0","87,8","61,2",NA,NA,0,2,NA,NA
2020-06-30,5,Rio Claro,"74,5",74.45123,"-0,1",-0.1,10.17518,prec_sun_icon.png,"0,0","81,8","98,5",NA,NA,0,2,NA,NA
2020-06-30,17,São Lourenço,"97,0",96.95934,"1,2",1.2,86.12053,prec_icon.png,"0,2","138,0","75,0",NA,NA,0,2,NA,NA
